X,Y,OID_,Name,FolderPath,SymbolID,AltMode,Base,Snippet,PopupInfo,HasLabel,LabelID
-10.0,0.0,"0","15002",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 15002 - Java,"<b>Prediction and Research Moored Array in the Atlantic</b><br /><b>Location:</b> 0 10W
<br /><b>03/12/2020 1000 UTC</b><br /><b>Winds:</b> SE (132Â°) at 9.1 kts<br />
<b>Air Temperature:</b> 82.4 Â°F<br />
<b>Water Temperature:</b> 81.7 Â°F<br />
","-1","0"
-10.0,-6.0,"0","15006",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 15006 - Valse,"<b>Prediction and Research Moored Array in the Atlantic</b><br /><b>Location:</b> 6S 10W
<br /><b>03/12/2020 1300 UTC</b><br /><b>Winds:</b> SE (142Â°) at 12.4 kts gusting to 15.6<br />
<b>Air Temperature:</b> 82.9 Â°F<br />
<b>Water Temperature:</b> 84.","-1","0"
8.0,-6.0,"0","15007",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 15007 - SE Extension,<b>Prediction and Research Moored Array in the Atlantic</b><br /><br /><b>No recent data</b><br />,"-1","0"
126.02,37.24,"0","22101",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 22101 -,"<b>Korean Meteorological Administration</b><br /><b>Location:</b> 37.24N 126.02E
<br /><b>03/12/2020 1400 UTC</b><br /><b>Winds:</b> SSW (210Â°) at 9.7 kts<br />
<b>Atmospheric Pressure:</b> 30.17 in <br />
<b>Air Temperature:</b> 44.2 Â°F<br />
<b>Water","-1","0"
125.78,34.79,"0","22102",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 22102 -,"<b>Korean Meteorological Administration</b><br /><b>Location:</b> 34.79N 125.78E
<br /><b>03/12/2020 1300 UTC</b><br /><b>Winds:</b> ENE (70Â°) at 1.9 kts<br />
<b>Atmospheric Pressure:</b> 30.20 in <br />
<b>Air Temperature:</b> 48.9 Â°F<br />
<b>Water","-1","0"
127.5,34.0,"0","22103",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 22103 -,"<b>Korean Meteorological Administration</b><br /><b>Location:</b> 34.00N 127.50E
<br /><b>03/12/2020 1400 UTC</b><br /><b>Winds:</b> NNW (330Â°) at 7.8 kts<br />
<b>Atmospheric Pressure:</b> 30.24 in <br />
<b>Air Temperature:</b> 52.7 Â°F<br />
<b>Water","-1","0"
128.9,34.77,"0","22104",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 22104 -,"<b>Korean Meteorological Administration</b><br /><b>Location:</b> 34.77N 128.90E
<br /><b>03/12/2020 1400 UTC</b><br /><b>Winds:</b> WSW (240Â°) at 15.6 kts<br />
<b>Atmospheric Pressure:</b> 30.17 in <br />
<b>Air Temperature:</b> 52.9 Â°F<br />
<b>Wate","-1","0"
130.0,37.54,"0","22105",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 22105 -,"<b>Korean Meteorological Administration</b><br /><b>Location:</b> 37.54N 130.00E
<br /><b>03/12/2020 1400 UTC</b><br /><b>Winds:</b> SSW (210Â°) at 11.7 kts<br />
<b>Atmospheric Pressure:</b> 30.04 in <br />
<b>Air Temperature:</b> 55.2 Â°F<br />
<b>Wate","-1","0"
129.78,36.35,"0","22106",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 22106 -,<b>Korean Meteorological Administration</b><br /><br /><b>No recent data</b><br />,"-1","0"
126.03,33.08,"0","22107",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 22107 -,"<b>Korean Meteorological Administration</b><br /><b>Location:</b> 33.08N 126.03E
<br /><b>03/12/2020 1400 UTC</b><br /><b>Winds:</b> S (180Â°) at 11.7 kts<br />
<b>Atmospheric Pressure:</b> 30.18 in <br />
<b>Air Temperature:</b> 54.9 Â°F<br />
<b>Water","-1","0"
125.75,36.25,"0","22108",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 22108 -,"<b>Korean Meteorological Administration</b><br /><b>Location:</b> 36.25N 125.75E
<br /><b>03/12/2020 1400 UTC</b><br /><b>Winds:</b> S (190Â°) at 5.8 kts<br />
<b>Atmospheric Pressure:</b> 30.18 in <br />
<b>Air Temperature:</b> 46.0 Â°F<br />
<b>Water T","-1","0"
81.0,0.0,"0","23001",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 23001 -,"<b>Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction</b><br /><b>Location:</b> 0 81E
<br /><b>03/12/2020 1300 UTC</b><br /><b>Winds:</b> ENE (77Â°) at 4.9 kts<br />
","-1","0"
81.0,-2.0,"0","23003",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 23003 -,"<b>Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction</b><br /><b>Location:</b> 2S 81E
<br /><b>03/12/2020 1300 UTC</b><br /><b>Winds:</b> ENE (65Â°) at 3.3 kts<br />
<b>Air Temperature:</b> 85.1 Â°F<br />
<b>Water Tempera","-1","0"
90.0,0.0,"0","23004",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 23004 -,"<b>Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction</b><br /><b>Location:</b> 0 90E
<br /><b>03/12/2020 1400 UTC</b><br /><b>Air Temperature:</b> 85.5 Â°F<br />
<b>Water Temperature:</b> 86.9 Â°F<br />
","-1","0"
90.0,4.0,"0","23006",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 23006 -,<b>Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction</b><br /><br /><b>No recent data</b><br />,"-1","0"
90.0,8.0,"0","23007",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 23007 -,<b>Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction</b><br /><br /><b>No recent data</b><br />,"-1","0"
90.0,12.0,"0","23008",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 23008 -,"<b>Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction</b><br /><b>Location:</b> 12N 90E
<br /><b>03/12/2020 1300 UTC</b><br /><b>Winds:</b> NE (42Â°) at 7.2 kts gusting to 8.6<br />
<b>Air Temperature:</b> 81.1 Â°F<br />
<","-1","0"
90.0,15.0,"0","23009",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 23009 -,"<b>Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction</b><br /><b>Location:</b> 15N 90E
<br /><b>03/12/2020 1300 UTC</b><br /><b>Winds:</b> NE (39Â°) at 7.4 kts<br />
<b>Atmospheric Pressure:</b> 29.92 in <br />
<b>Air Tem","-1","0"
81.0,-4.0,"0","23010",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 23010 -,"<b>Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction</b><br /><b>Location:</b> 4S 81E
<br /><b>03/12/2020 1300 UTC</b><br /><b>Winds:</b> SE (125Â°) at 2.5 kts gusting to 3.7<br />
<b>Air Temperature:</b> 85.5 Â°F<br />
<","-1","0"
65.0,15.0,"0","23011",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 23011 -,"<b>Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction</b><br /><b>Location:</b> 15N 65E
<br /><b>03/12/2020 1300 UTC</b><br /><b>Atmospheric Pressure:</b> 29.95 in <br />
<b>Air Temperature:</b> 76.6 Â°F<br />
","-1","0"
67.0,8.0,"0","23012",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 23012 -,<b>Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction</b><br /><br /><b>No recent data</b><br />,"-1","0"
67.0,4.0,"0","23013",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 23013 -,"<b>Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction</b><br /><b>Location:</b> 4N 67E
<br /><b>03/12/2020 1400 UTC</b><br /><b>Winds:</b> NE (55Â°) at 10.7 kts<br />
<b>Air Temperature:</b> 85.1 Â°F<br />
<b>Water Tempera","-1","0"
67.0,2.0,"0","23014",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 23014 -,"<b>Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction</b><br /><b>Location:</b> 2N 67E
<br /><b>03/12/2020 1400 UTC</b><br /><b>Winds:</b> E (83Â°) at 13.0 kts<br />
<b>Air Temperature:</b> 84.7 Â°F<br />
<b>Water Temperat","-1","0"
67.0,0.0,"0","23015",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 23015 -,"<b>Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction</b><br /><b>Location:</b> 0 67E
<br /><b>03/12/2020 1400 UTC</b><br /><b>Winds:</b> ENE (57Â°) at 13.2 kts<br />
<b>Air Temperature:</b> 85.1 Â°F<br />
<b>Water Tempera","-1","0"
67.0,-2.0,"0","23016",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 23016 -,"<b>Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction</b><br /><b>Location:</b> 2S 67E
<br /><b>03/12/2020 1400 UTC</b><br /><b>Winds:</b> N (352Â°) at 8.0 kts<br />
<b>Air Temperature:</b> 83.7 Â°F<br />
<b>Water Temperat","-1","0"
67.0,-4.0,"0","23017",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 23017 -,"<b>Research Moored Array for African-Asian-Australian Monsoon Analysis and Prediction</b><br /><b>Location:</b> 4S 67E
<br /><b>03/12/2020 1300 UTC</b><br /><b>Winds:</b> NNW (338Â°) at 5.2 kts gusting to 7.4<br />
<b>Air Temperature:</b> 85.1 Â°F<br />
","-1","0"
-35.0,0.0,"0","31001",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 31001 - Samba,"<b>Prediction and Research Moored Array in the Atlantic</b><br /><b>Location:</b> 0 35W
<br /><b>03/12/2020 1300 UTC</b><br /><b>Air Temperature:</b> 82.6 Â°F<br />
","-1","0"
-38.0,4.0,"0","31002",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 31002 - Frevo,<b>Prediction and Research Moored Array in the Atlantic</b><br /><br /><b>No recent data</b><br />,"-1","0"
-30.0,-8.0,"0","31003",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 31003 - Para?ba,"<b>Prediction and Research Moored Array in the Atlantic</b><br /><b>Location:</b> 8S 30W
<br /><b>03/12/2020 1100 UTC</b><br /><b>Winds:</b> ESE (113Â°) at 12.4 kts<br />
<b>Air Temperature:</b> 83.1 Â°F<br />
<b>Water Temperature:</b> 84.4 Â°F<br />
","-1","0"
-32.0,-14.0,"0","31004",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 31004 - Salvador,"<b>Prediction and Research Moored Array in the Atlantic</b><br /><b>Location:</b> 14S 32W
<br /><b>03/12/2020 1100 UTC</b><br /><b>Winds:</b> ESE (103Â°) at 12.4 kts<br />
<b>Air Temperature:</b> 81.0 Â°F<br />
","-1","0"
-34.0,-19.0,"0","31005",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 31005 - Espirito Santo,"<b>Prediction and Research Moored Array in the Atlantic</b><br /><b>Location:</b> 19S 34W
<br /><b>03/12/2020 1100 UTC</b><br /><b>Winds:</b> E (93Â°) at 10.7 kts<br />
<b>Atmospheric Pressure:</b> 29.96 in <br />
","-1","0"
-23.0,4.0,"0","31006",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 31006 - NE Extension,"<b>Prediction and Research Moored Array in the Atlantic</b><br /><b>Location:</b> 4N 23W
<br /><b>03/12/2020 1300 UTC</b><br /><b>Winds:</b> NE (36Â°) at 1.9 kts gusting to 4.3<br />
<b>Water Temperature:</b> 85.6 Â°F<br />
","-1","0"
-23.0,0.0,"0","31007",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 31007 - Jazz,<b>Prediction and Research Moored Array in the Atlantic</b><br /><br /><b>No recent data</b><br />,"-1","0"
-44.933,-25.283,"0","31051",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 31051 - Santos,<b>Brazilian Navy Hydrographic Center</b><br /><br /><b>No recent data</b><br />,"-1","0"
-34.567,-8.15,"0","31052",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 31052 - RECIFE,<b>Brazilian Navy Hydrographic Center</b><br /><br /><b>No recent data</b><br />,"-1","0"
-51.353,-32.595,"0","31053",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 31053 - RIO GRANDE DO SUL,<b>Brazilian Navy Hydrographic Center</b><br /><br /><b>No recent data</b><br />,"-1","0"
-38.0,12.0,"0","41026",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 41026 - Forro,"<b>Prediction and Research Moored Array in the Atlantic</b><br /><b>Location:</b> 12N 38W
<br /><b>03/12/2020 1200 UTC</b><br /><b>Winds:</b> NE (46Â°) at 11.9 kts<br />
<b>Air Temperature:</b> 75.4 Â°F<br />
","-1","0"
-61.404,16.533,"0","41096",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 41096 - North of Guadeloupe,<b>Meteo France</b><br /><br /><b>No recent data</b><br />,"-1","0"
-38.0,20.0,"0","41139",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 41139 -,"<b>Prediction and Research Moored Array in the Atlantic</b><br /><b>Location:</b> 20N 38W
<br /><b>03/12/2020 1300 UTC</b><br /><b>Winds:</b> E (92Â°) at 10.1 kts gusting to 13.0<br />
<b>Atmospheric Pressure:</b> 30.03 in <br />
<b>Air Temperature:</b>","-1","0"
-57.467,15.85,"0","41300",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 41300 - West Indies,<b>Meteo France</b><br /><br /><b>No recent data</b><br />,"-1","0"
-62.0,42.26,"0","44137",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 44137 - East Scotia Slope,"<b>Environment and Climate Change Canada</b><br /><b>Location:</b> 42.26N 62W
<br /><b>03/12/2020 1400 UTC</b><br /><b>Significant Wave Height:</b> 6.6 ft<br />
<b>Dominant Wave period:</b> 10 sec<br />
<b>Atmospheric Pressure:</b> 30.17 in  and rising<b","-1","0"
-53.63,44.25,"0","44138",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 44138 - SW Grand Banks,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-57.1,44.24,"0","44139",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 44139 - Banqureau Banks,"<b>Environment and Climate Change Canada</b><br /><b>Location:</b> 44.24N 57.1W
<br /><b>03/12/2020 1400 UTC</b><br /><b>Winds:</b> N (10Â°) at 13.6 kts gusting to 17.5<br />
<b>Significant Wave Height:</b> 7.5 ft<br />
<b>Dominant Wave period:</b> 11 se","-1","0"
-51.47,42.87,"0","44140",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 44140 - Tail of the Bank,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-57.96,42.99,"0","44141",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 44141 - Laurentian Fan,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-64.02,42.5,"0","44150",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 44150 - La Have Bank,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-60.822,49.075,"0","44174",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 44174 - Anticosti,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-62.0,46.877,"0","44175",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 44175 - iles de la Madeleine,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-64.527,47.535,"0","44176",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 44176 - Point Escuminac,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-53.39,46.44,"0","44251",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 44251 - Nickerson Bank,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-57.34,47.27,"0","44255",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 44255 - NE Burgeo Bank,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-63.4,44.5,"0","44258",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 44258 - Halifax Harbour,"<b>Environment and Climate Change Canada</b><br /><b>Location:</b> 44.5N 63.4W
<br /><b>03/12/2020 1400 UTC</b><br /><b>Significant Wave Height:</b> 4.3 ft<br />
<b>Dominant Wave period:</b> 9 sec<br />
<b>Atmospheric Pressure:</b> 30.25 in  and rising<b","-1","0"
-81.22,42.46,"0","45132",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 45132 - Port Stanley,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-76.87,43.78,"0","45135",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 45135 - Prince Edward Pt,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-86.95,48.53,"0","45136",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 45136 - Slate Island,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-81.01,45.54,"0","45137",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 45137 - Georgian Bay,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-65.71,49.54,"0","45138",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 45138 - Mont Louis,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-79.53,43.25,"0","45139",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 45139 - West Lake Ontario - Grimsby,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-96.73,50.79,"0","45140",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 45140 - Lake Winnipeg S. Basin,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-115.31,61.18,"0","45141",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 45141 - Great Slave Lake,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-79.29,42.74,"0","45142",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 45142 - Port Colborne,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-80.627,44.94,"0","45143",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 45143 - South Georgian Bay,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-98.29,53.23,"0","45144",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 45144 - Lake Winnipeg North,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-96.97,51.87,"0","45145",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 45145 - Lake Winnipeg Narrows,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-82.68,42.43,"0","45147",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 45147 - Lake St Clair,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-94.5,49.65,"0","45148",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 45148 - Lake of the Woods,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-82.07,43.54,"0","45149",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 45149 - Southern Lake Huron,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-114.13,61.98,"0","45150",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,"Station 45150 - Great Slave Lake, North Arm",<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-79.37,44.5,"0","45151",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 45151 - Lake Simcoe,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
-79.72,46.23,"0","45152",Marine Obs via NDBC/Marine Obs by Program/Marine Obs by Program/International Partners,"0","-1",0.00000000000,Station 45152 - Lake Nipissing,<b>Environment and Climate Change Canada</b><br /><br /><b>No recent data</b><br />,"-1","0"
